Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Feature 23,Feature 24,Feature 25,Feature 26,Feature 27,Feature 28,Feature 29,Feature 30,Feature 31,Feature 32,Feature 33,Feature 34,Feature 35,Feature 36,Feature 37,Feature 38,Feature 39,Feature 40,Feature 41,Feature 42,Feature 43,Feature 44,Feature 45,Feature 46,Feature 47,Feature 48,Feature 49,Feature 50,Feature 51,Feature 52,Feature 53,Feature 54,Feature 55,Feature 56,Feature 57,Feature 58,Feature 59,Feature 60,Feature 61,Feature 62,Feature 63,Feature 64,Feature 65,Feature 66,Feature 67,Feature 68,Feature 69,Feature 70,Feature 71,Feature 72,Feature 73,Feature 74,Feature 75,Feature 76,Feature 77,Feature 78,Feature 79,Feature 80,Feature 81,Feature 82,Feature 83,Feature 84,Feature 85,Feature 86,Feature 87,Feature 88,Feature 89,Feature 90,Feature 91,Feature 92,Feature 93,Feature 94,Feature 95,Feature 96,Feature 97,Feature 98,Feature 99,Feature 100,Target
-369.303833,136.127731,85.030914,58.615612,39.966595,25.170765,15.807341,10.091866,7.15628,6.068423,6.152112,5.355295,4.844233,4.467309,3.894796,3.468809,2.357715,1.908003,1.817407,1.61933,1.859155,1.512598,0.932785,0.504363,0.502874,1.086833,1.157855,1.185355,1.204401,1.046276,1.259696,1.414834,1.524036,1.675757,1.398023,1.675724,2.0385,2.132542,2.301255,2.146995,2.154626,2.2787,2.165591,2.235993,1.917602,1.77615,1.521796,1.337011,1.757575,1.644749,1.447404,1.136336,0.667922,0.724855,0.336568,0.351944,0.556782,0.381335,0.557608,0.101327,-0.133146,0.120749,0.20448,0.336358,-0.172419,-0.446859,-0.268951,-0.281772,0.023645,0.062657,0.244138,0.33714,0.110292,-0.042976,-0.454586,-0.500749,-0.099094,0.107224,0.372784,0.200244,0.103864,0.103669,0.016276,0.118972,0.015687,-0.112022,-0.020056,0.060946,0.340195,0.333966,0.109152,0.042618,-0.053253,0.077874,0.223384,0.117963,0.056322,-0.004181,0.042756,0.008384,COPD
-423.632324,153.681824,69.725792,41.101437,32.63839,26.746552,20.074146,14.902199,11.452993,10.215137,10.331279,6.646843,4.492852,3.197825,2.276411,2.554796,1.221519,0.883151,0.791422,0.691552,1.735512,1.436832,0.80738,0.173803,-0.448067,0.678524,1.027709,1.1448,1.180226,0.80576,0.693955,0.768444,1.123047,1.341297,-0.025245,0.523387,1.273406,1.247669,1.253118,1.049986,1.704112,2.124439,1.568488,2.341108,1.747576,1.652485,1.44557,0.673292,1.105069,0.804277,1.120348,1.292349,0.183146,0.707543,0.106281,-0.159351,-0.06938,-0.500738,0.295617,-0.823591,-1.179938,-0.488188,-0.479823,-0.068059,-1.318978,-1.666472,-1.198405,-1.794045,-1.054851,-1.272501,-0.360494,0.261028,-0.14032,-0.26742,-1.172877,-1.118919,-0.2745,-0.369152,-0.170803,-0.450347,0.051896,0.163463,0.074799,0.448752,0.192785,-0.306603,-0.091714,-0.055871,0.379834,0.492428,0.030227,-0.215479,-0.48228,-0.2044,0.128607,-0.197684,-0.155359,-0.207088,-0.24348,-0.0649,COPD
-295.153931,175.837067,1.480033,12.593582,17.199528,17.527859,15.411693,3.863886,-11.404618,3.432112,12.584727,6.315466,3.314987,7.25592,4.075477,8.378261,5.568499,6.420241,2.413106,-2.82481,-3.130236,4.502765,1.248825,-0.005589,-2.746745,0.0119,2.811908,8.30548,1.169242,-0.71641,3.094578,3.42548,-2.556746,3.30641,0.239875,-1.678316,1.515544,2.606394,-0.154324,3.258137,1.514566,2.325771,0.892112,2.823782,2.22133,1.776233,-0.462701,1.300106,2.770103,0.874755,0.559047,1.926811,-0.682294,1.909996,2.217863,0.408658,0.912016,1.73026,1.009246,0.754206,1.59041,0.586254,0.378973,1.281345,0.215265,0.291412,1.649902,0.340007,0.742662,0.984621,1.360697,0.600301,1.223746,0.175305,0.70414,0.988048,0.740811,0.4094,1.241873,-0.398564,1.10191,0.258036,0.360387,0.436238,0.553411,-0.002889,0.58561,0.09344,0.28231,-0.088879,0.667138,0.127045,0.144664,-0.180837,0.559309,-0.131432,0.056096,-0.38905,-0.234785,-0.020664,COPD
-330.89682,140.969254,57.827881,37.198673,21.213528,19.172081,11.478465,8.566748,5.421302,5.321888,7.244223,7.347962,7.226037,6.397648,3.071115,4.245518,2.163779,2.774524,1.329343,1.70488,2.076316,2.020374,0.984111,1.400223,-1.208211,0.053811,-0.368718,1.530705,1.159325,1.372069,1.159667,1.928431,1.801714,2.875843,0.308215,0.990309,1.179892,1.308126,1.499634,1.269513,0.925827,2.042642,1.975334,3.185384,1.706733,2.071475,2.138445,0.926192,1.654799,0.841026,0.740183,1.050806,-0.114332,0.932276,0.292003,0.265699,0.680443,-0.321263,0.707785,-0.679794,-0.128488,0.692561,0.381697,0.908313,0.270887,0.210731,0.807387,-0.375209,0.553671,-0.16316,0.737673,0.705802,0.088382,-0.114715,-0.560347,-0.695777,0.287114,-0.451534,0.19777,-0.252866,-0.007802,-0.126168,-0.077148,0.41516,0.224822,-0.327452,-0.13301,-0.317715,0.159983,0.381329,-0.001072,0.175804,-0.0242,0.201308,0.328449,-0.199073,-0.495374,-0.510162,-0.284738,0.250396,COPD
-422.624176,119.017815,61.390015,29.172791,24.88694,25.607664,22.427322,18.780178,15.735194,11.807305,8.341778,8.316195,10.562884,11.262312,9.844565,8.603896,7.55929,5.366147,3.244209,3.52959,5.018132,4.476114,1.764489,0.027464,0.691627,2.242908,3.222684,3.376979,2.325136,0.346281,-0.644705,0.789773,2.785863,2.656265,1.083062,0.65373,1.357937,1.316339,0.49384,0.640173,1.635661,1.52575,0.187443,-0.288438,0.543911,0.892061,0.341541,0.560075,1.534035,1.315982,0.007592,-0.025325,1.400964,1.717681,0.027521,-1.104311,0.067967,1.509428,1.094648,0.14043,0.457778,1.019007,0.398466,-0.203472,0.440678,0.975236,0.21501,-0.482985,0.09943,0.772284,0.260361,-0.509699,-0.261743,0.386656,0.278573,-0.112713,0.135109,0.492491,0.17554,-0.276442,-0.103123,0.192268,-0.152943,-0.481968,0.063189,0.590653,-0.035125,-0.968166,-0.768975,0.08373,0.227749,-0.151656,-0.043047,0.361922,0.150444,-0.559747,-0.804242,-0.469571,-0.27764,-0.264858,COPD
-333.929657,123.228432,15.146922,39.864918,11.263131,20.550821,21.699024,14.055517,14.661405,8.24642,3.801518,5.486186,9.02324,12.345798,5.385647,6.64749,7.581548,3.697613,-1.516919,-0.231423,6.044336,5.081336,-1.069643,-2.06283,-0.843097,3.164006,2.562675,1.512379,2.822434,0.103668,-2.192065,0.72672,4.940417,3.984535,-0.940035,-0.829945,1.590148,1.318471,-1.039459,-1.469143,1.835546,2.478837,-0.966941,-1.106415,0.985518,0.713302,-0.957203,-1.461395,1.198908,1.844311,-0.267459,-0.910658,0.496627,2.032387,0.127613,-2.724523,-0.293084,2.071265,0.360691,-0.764135,1.080492,2.44398,0.104185,-2.180675,0.505551,1.305533,-1.733969,-3.144104,-0.714673,0.691463,-0.666299,-2.122988,-1.270013,1.032217,0.392346,-1.753606,0.393881,1.855623,0.050891,-2.19851,-1.766638,0.64668,0.276895,-1.225864,-0.700945,0.640189,0.410578,-1.236627,-1.09066,0.626593,0.182619,-1.471243,-0.555814,1.820902,1.258202,-0.815629,-1.416047,-0.73926,-0.23225,-0.779265,COPD
-407.900238,139.131638,61.729389,18.510159,18.218929,24.813248,20.905693,15.062144,12.600472,9.714647,6.348975,5.963988,7.726662,7.806581,5.734386,4.289403,4.247097,3.561561,1.98632,1.9608,3.491767,3.406288,1.415974,1.004783,2.819223,3.794631,2.942191,2.265994,2.582927,2.878803,2.730211,2.76593,2.897684,2.40602,1.388808,0.729622,0.669619,0.72023,0.626473,0.634728,0.798567,0.965984,1.232548,1.692842,1.865311,1.358804,0.767621,0.935032,1.447511,1.39237,0.910918,0.758085,0.875113,0.704604,0.312819,0.391508,0.863173,0.843505,0.298919,0.269058,0.879198,1.007669,0.285872,-0.353851,-0.581594,-1.076291,-1.954817,-2.376441,-2.008617,-1.541767,-1.491251,-1.526643,-1.27158,-0.90328,-0.795935,-0.80764,-0.6333,-0.502322,-0.674733,-0.849987,-0.69076,-0.41157,-0.414974,-0.533811,-0.36537,-0.08438,-0.166426,-0.368852,-0.064935,0.434732,0.267013,-0.323626,-0.240076,0.518042,0.775996,0.216765,-0.23972,-0.114112,0.035284,-0.130273,COPD
-320.828064,101.856895,-2.972245,45.645203,27.903952,11.941826,19.30652,11.848623,7.81778,10.390805,8.645249,7.931836,12.603039,9.713351,4.761553,5.88012,6.724274,4.401429,1.381448,1.281719,2.373469,0.178467,-0.487694,0.261575,0.357149,1.882749,0.266651,-0.89617,1.468526,0.580328,-1.691722,-0.219629,1.847793,1.228525,-0.152465,-0.223947,0.716692,0.873382,-0.220034,-0.939601,0.170632,1.291609,0.439015,0.251458,1.867612,1.166344,-1.475476,-0.740318,1.639294,1.596243,0.991327,0.902529,0.666599,1.475109,1.360957,-0.670974,0.048737,1.905561,0.499526,-1.134247,0.556538,1.965153,0.017781,-0.850986,0.168255,0.600124,-0.026988,-0.989193,0.128564,1.339437,0.029296,-1.229358,-0.944037,0.122383,0.568354,-0.187794,-0.143495,0.403545,-0.410212,-1.01566,-0.171786,0.29983,-0.330148,-0.818542,-0.383353,0.757045,0.423196,-1.499633,-0.931505,0.471961,-0.404382,-1.00944,-0.259483,0.49174,0.01314,-0.842312,-0.487713,-0.162402,-0.353802,-0.210965,COPD
-394.42749,132.50885,43.321617,35.993919,28.397234,28.898705,15.476052,15.694958,11.665197,10.575008,1.156444,3.695736,3.095012,5.853366,1.670431,6.139615,5.700657,6.094575,0.038321,2.910387,3.119304,3.990514,-2.44209,-0.586765,0.76007,3.988702,0.52379,1.061361,0.346083,2.044983,-0.710295,1.708042,2.226155,2.575723,-1.468573,-0.538529,-0.109053,1.193153,-1.669247,-0.54966,0.883597,2.701337,0.194492,-0.348708,0.032316,0.98055,-1.39612,-1.075463,1.020178,2.545562,-0.093097,-1.067941,0.396753,1.497252,-0.805981,-1.726729,-0.029357,1.918904,0.428482,-0.673952,1.080534,2.088402,-0.212255,-1.926058,-0.139981,1.230063,0.436971,-0.981435,0.726699,1.539658,0.309791,-1.671395,-0.409887,0.871903,0.964771,-0.396531,0.811906,1.46907,0.694114,-1.287687,-0.622389,0.340201,0.93499,-0.448285,0.630013,0.951418,0.632294,-1.193931,-0.331287,0.476429,0.582422,-0.673591,0.107952,0.889875,0.792224,-0.841772,-0.651132,0.062117,0.380585,-0.773324,COPD
-297.744171,136.799835,69.843163,38.463615,26.398201,20.217344,15.991302,12.881702,11.634702,11.435222,11.048063,9.809099,7.251712,4.5529,3.216797,2.422955,1.731499,1.359802,0.793959,1.399651,2.244012,1.707995,0.801931,0.781572,1.28316,1.529096,1.024279,0.559272,0.698066,0.781241,0.55488,0.885299,1.495335,1.326523,0.61483,0.584019,0.970232,0.764977,0.126927,0.149685,0.720077,0.813822,0.28855,0.18548,0.61265,0.67432,0.278258,0.524891,1.091935,1.107583,0.569857,0.316513,0.551274,0.543715,0.113132,0.20811,0.83183,1.046843,0.681072,0.547587,0.795656,0.692917,0.157571,-0.037466,0.248722,0.505706,0.329105,0.199234,0.492213,0.715154,0.365161,0.013567,0.342012,0.751059,0.501088,0.191161,0.425103,0.629298,0.294067,-0.059437,-0.049293,0.170971,0.229013,0.124098,0.138972,0.224618,0.088831,-0.150879,-0.084366,0.199275,0.161591,-0.097885,-0.069461,0.189309,0.185067,-0.059361,-0.136132,-0.051184,-0.10038,-0.203069,COPD
-388.337433,135.3815,86.536507,43.554909,21.17054,13.494524,9.374253,4.083704,-0.059462,0.160842,4.125504,7.525732,6.199791,1.518313,-0.141804,3.70626,8.144475,8.121492,5.414289,4.767341,5.862309,4.451653,-0.043108,-3.072678,-1.929658,1.387405,3.803435,4.019335,2.328944,0.037167,-0.670211,1.325619,3.726714,3.521272,1.556924,0.927456,1.797486,1.939894,0.823601,0.256192,0.913904,1.276289,0.678525,0.376275,0.925154,1.15895,0.783394,1.01017,1.724643,1.480796,0.46899,0.491365,1.654231,2.057199,1.009838,0.233355,0.828762,1.466798,1.111207,0.82767,1.258672,1.303507,0.482979,0.227893,1.086372,1.583997,0.914651,0.418792,0.973499,1.386848,0.774947,0.203216,0.628393,1.170529,0.81341,0.331724,0.639659,0.96379,0.545087,0.098073,0.405751,0.808081,0.449538,-0.022483,0.263183,0.726306,0.462567,-0.013531,0.169235,0.566372,0.346337,-0.046781,0.162545,0.559091,0.358715,-0.11615,-0.111963,0.164854,0.050083,-0.254067,COPD
-606.332336,71.128143,48.788338,36.713852,32.709049,28.80757,23.677204,18.996658,16.026541,14.425788,12.737806,10.425691,8.940158,8.372326,7.588728,6.483488,5.613293,5.177797,5.17941,5.099911,4.595288,4.14505,4.213192,4.40505,4.259368,3.985311,3.951896,4.000422,3.98132,3.842899,3.602803,3.382593,3.243661,3.102831,2.942507,2.823991,2.849024,2.918083,2.882137,2.749997,2.595506,2.499866,2.520851,2.509083,2.403468,2.343351,2.388653,2.464385,2.382831,2.104202,1.930667,2.031336,2.147016,2.040771,1.817085,1.689562,1.623568,1.526989,1.442623,1.388412,1.392209,1.354632,1.24468,1.205625,1.206698,1.113172,0.996093,1.006953,1.054891,1.047003,0.989769,0.910396,0.876294,0.901774,0.910499,0.82498,0.718185,0.656096,0.62463,0.692685,0.774081,0.664829,0.463276,0.419007,0.487019,0.466584,0.365996,0.30621,0.306819,0.365824,0.403049,0.312673,0.17193,0.094196,0.115895,0.183863,0.202572,0.157242,0.054541,-0.057956,Healthy
-615.504761,71.163864,51.859619,40.981655,36.495235,32.358383,27.691647,23.567865,20.708841,18.714397,16.739079,14.621673,12.848791,11.567504,10.508341,9.436825,8.364657,7.424694,6.709701,5.993305,5.175028,4.543608,4.170551,3.819257,3.499218,3.297909,3.134286,2.893906,2.719476,2.647821,2.529892,2.374481,2.219543,2.096318,2.011276,1.963958,1.894953,1.766008,1.656463,1.605123,1.531199,1.371603,1.229692,1.110748,0.947779,0.938342,1.075271,1.069391,0.904848,0.744648,0.647601,0.647826,0.805551,0.948041,0.896508,0.723572,0.591409,0.584267,0.63027,0.631741,0.535581,0.42846,0.346001,0.23236,0.170444,0.165633,0.184304,0.246498,0.257923,0.141685,0.085105,0.131865,0.178376,0.147416,0.04893,0.063337,0.192201,0.252276,0.213538,0.138905,0.116791,0.178935,0.171743,0.086781,0.049292,0.028653,-0.052006,-0.121581,-0.06298,-0.014411,-0.053777,-0.075463,-0.096356,-0.112054,-0.09766,-0.075856,-0.086975,-0.152563,-0.193293,-0.168231,Healthy
-456.190887,71.357964,57.300392,40.126644,25.155828,15.169055,10.257966,9.091679,10.092211,11.894918,13.423808,13.97069,13.266347,11.415068,8.754804,5.778247,3.088518,1.25635,0.583871,0.968032,2.008434,3.257371,4.380564,5.144922,5.36495,4.945478,3.983113,2.786273,1.758312,1.222454,1.297903,1.877649,2.700854,3.480824,4.02415,4.275673,4.276325,4.090356,3.770312,3.369813,2.957996,2.599172,2.315763,2.08088,1.85672,1.642114,1.476719,1.392357,1.36299,1.313538,1.184115,0.980984,0.762216,0.585479,0.481104,0.46223,0.528803,0.646751,0.742665,0.747469,0.652602,0.513052,0.391609,0.30858,0.248382,0.200323,0.175052,0.181326,0.20405,0.2182,0.219093,0.225892,0.252933,0.286881,0.297706,0.266614,0.197757,0.108643,0.019622,-0.04815,-0.077749,-0.069249,-0.043719,-0.026492,-0.026491,-0.036792,-0.052663,-0.078947,-0.11648,-0.150973,-0.165641,-0.162833,-0.164188,-0.187363,-0.2289,-0.272387,-0.306125,-0.325464,-0.321693,-0.280411,COPD
-412.386841,65.994308,52.543114,35.823765,21.145512,11.789629,8.24992,8.975055,11.708866,14.55284,16.386187,16.771784,15.692879,13.379881,10.25765,6.901991,3.925967,1.816692,0.797262,0.785775,1.478853,2.506692,3.550889,4.364145,4.743765,4.55192,3.79524,2.68003,1.561579,0.795399,0.579371,0.882472,1.494054,2.148876,2.643846,2.887674,2.886107,2.704845,2.439883,2.190777,2.026099,1.955771,1.937244,1.915717,1.864463,1.792649,1.720282,1.646473,1.539212,1.357786,1.09272,0.788701,0.526029,0.374073,0.356091,0.448511,0.601512,0.756193,0.853206,0.845472,0.719891,0.512928,0.30009,0.158412,0.125421,0.182664,0.272426,0.332527,0.326479,0.25531,0.150403,0.054748,0.00242,0.004224,0.04369,0.084822,0.090273,0.042789,-0.043415,-0.131653,-0.187268,-0.198423,-0.177429,-0.146047,-0.121691,-0.114259,-0.12757,-0.157312,-0.189102,-0.205009,-0.196268,-0.170081,-0.144258,-0.135897,-0.153117,-0.19215,-0.237902,-0.268001,-0.261456,-0.209465,COPD
-432.445404,63.478935,53.039642,39.803673,27.446989,18.177776,12.574668,10.19927,10.139535,11.268767,12.475193,12.965972,12.445347,11.012547,8.922178,6.469239,4.044211,2.144565,1.18161,1.22498,1.966056,2.951815,3.841594,4.459862,4.700788,4.49205,3.876307,3.067358,2.361819,1.973324,1.941143,2.163167,2.48099,2.745564,2.857595,2.792062,2.592041,2.32855,2.059266,1.814521,1.601267,1.407146,1.210468,1.003984,0.812399,0.677266,0.618698,0.61463,0.620379,0.605129,0.565439,0.508871,0.438709,0.362763,0.307919,0.308886,0.37638,0.483468,0.587596,0.659218,0.683924,0.648333,0.54425,0.392858,0.250451,0.173088,0.171987,0.208825,0.235323,0.233155,0.216784,0.206944,0.208499,0.211312,0.204626,0.18623,0.159877,0.128848,0.094947,0.06234,0.038674,0.030208,0.036251,0.049372,0.061162,0.067898,0.071874,0.078711,0.093128,0.114883,0.135872,0.140767,0.113791,0.049688,-0.039396,-0.128608,-0.193633,-0.2202,-0.202435,-0.137565,COPD
-462.401306,67.626381,56.970463,43.154716,30.129431,20.722837,15.859415,14.75394,15.722463,17.074427,17.679939,17.091978,15.370927,12.848853,9.965225,7.163684,4.809118,3.132058,2.218341,2.026659,2.408808,3.135888,3.941562,4.57342,4.840938,4.663053,4.106637,3.378845,2.749596,2.436997,2.519902,2.91637,3.427017,3.823349,3.946992,3.769804,3.379797,2.910625,2.470676,2.111305,1.831796,1.600259,1.377525,1.138573,0.885715,0.648672,0.469612,0.375382,0.350737,0.337446,0.270868,0.129257,-0.047507,-0.186298,-0.230136,-0.170471,-0.04646,0.080264,0.158104,0.168574,0.128707,0.074435,0.038875,0.038782,0.07188,0.12142,0.164974,0.184594,0.173839,0.139204,0.096969,0.066286,0.058879,0.070611,0.083356,0.077773,0.046059,-0.00536,-0.061414,-0.104536,-0.119679,-0.101306,-0.0602,-0.021643,-0.011291,-0.037398,-0.084112,-0.122971,-0.134411,-0.121672,-0.105819,-0.10786,-0.134862,-0.180148,-0.232066,-0.279896,-0.313456,-0.32166,-0.294725,-0.229083,COPD
-435.218384,55.693665,47.032455,36.134422,26.305277,19.608923,16.408888,15.834595,16.582565,17.520899,17.92732,17.461868,16.044411,13.766324,10.881126,7.815811,5.098623,3.178211,2.24335,2.182152,2.698991,3.472966,4.239704,4.788126,4.947383,4.619046,3.835453,2.783701,1.755088,1.033515,0.781083,0.983957,1.481771,2.051531,2.496084,2.704529,2.673461,2.4837,2.238351,1.998375,1.765462,1.522169,1.280195,1.082734,0.965099,0.923742,0.92229,0.914388,0.856692,0.71687,0.490766,0.21579,-0.04381,-0.232793,-0.326844,-0.326228,-0.245371,-0.118948,-0.00659,0.031177,-0.02608,-0.143418,-0.258905,-0.326233,-0.333792,-0.295712,-0.235522,-0.175297,-0.128664,-0.097832,-0.079267,-0.073494,-0.086322,-0.119656,-0.165566,-0.21226,-0.252337,-0.28183,-0.295454,-0.290012,-0.272139,-0.255254,-0.245311,-0.234499,-0.213968,-0.189979,-0.181352,-0.200119,-0.23836,-0.27477,-0.291092,-0.282405,-0.257801,-0.235997,-0.236416,-0.265426,-0.306815,-0.328907,-0.306362,-0.237877,COPD
-457.744812,66.007126,55.03706,40.636955,26.731441,16.253973,10.438919,8.937743,10.378475,13.009793,15.262303,16.137266,15.332953,13.105115,10.005465,6.672712,3.720397,1.64565,0.715894,0.897409,1.89911,3.301892,4.676579,5.648351,5.950155,5.497643,4.438052,3.102943,1.872219,1.035854,0.725747,0.915956,1.453664,2.108792,2.650784,2.933533,2.937416,2.739588,2.443665,2.127356,1.834029,1.587374,1.400115,1.272654,1.193645,1.145588,1.107488,1.052893,0.952867,0.789476,0.570489,0.331651,0.124818,0.001272,-0.003575,0.114722,0.317585,0.52777,0.659947,0.664432,0.552566,0.38321,0.222744,0.111621,0.058051,0.051145,0.07393,0.108795,0.141858,0.169668,0.200609,0.244771,0.300277,0.350629,0.375707,0.363907,0.314417,0.233149,0.132128,0.032379,-0.03953,-0.065176,-0.047773,-0.011992,0.010811,0.000405,-0.042564,-0.097855,-0.136134,-0.135556,-0.097154,-0.047407,-0.022328,-0.043134,-0.103056,-0.175145,-0.231522,-0.25645,-0.24594,-0.20143,COPD
-612.895142,114.402878,48.098305,25.657227,23.219572,35.082783,35.518906,28.433155,15.785134,12.893204,10.918861,15.573319,12.213907,11.540714,5.539804,5.284922,2.621101,6.052593,3.801662,5.971299,1.863704,2.910491,0.41602,2.902097,0.852616,2.48631,-0.16867,1.691443,0.117905,2.105161,0.156274,1.678012,-0.212569,1.018849,-0.887179,0.470751,-0.545351,1.368339,0.631605,1.49938,-0.080109,0.142304,-0.893503,0.425651,0.455448,1.220299,-0.1149,0.108167,-0.329815,0.796985,0.560973,0.573591,-0.207397,0.00606,-0.077634,0.35912,0.278631,0.589769,0.189816,-0.011843,0.001477,0.100745,0.167125,-0.017535,-0.216585,-0.263756,0.104106,0.022468,0.003084,-0.306868,0.037603,-0.216269,0.117706,-0.364342,0.202202,-0.047304,0.31914,-0.260952,0.01881,-0.415219,0.227386,-0.128678,0.032086,-0.346548,0.250666,-0.192336,0.153458,-0.443009,-0.195882,-0.501866,0.189777,-0.532026,0.012482,-0.212258,0.321865,-0.291723,-0.303954,-0.621864,-0.103345,-0.347429,Bronchiectasis
-617.714661,73.872124,59.887299,45.871929,36.459332,30.405941,25.515202,21.450039,19.188633,18.158546,16.80724,14.605702,12.691397,11.645518,10.691117,8.933197,6.816929,5.40844,5.201676,5.589285,5.82241,5.685982,5.398391,4.957906,4.307246,3.61236,3.192933,3.13922,3.32242,3.47775,3.415385,3.157369,2.820434,2.489465,2.258142,2.214435,2.331867,2.49696,2.592323,2.556997,2.404882,2.244089,2.110224,1.945454,1.72455,1.521904,1.394965,1.325237,1.219213,1.057271,0.918026,0.908155,1.016841,1.133966,1.15795,1.100294,1.012821,0.908642,0.782995,0.666935,0.58278,0.559437,0.572807,0.585141,0.563272,0.519644,0.48192,0.478217,0.496468,0.48344,0.421054,0.344269,0.310904,0.342693,0.390248,0.398793,0.372098,0.355662,0.353404,0.323132,0.257297,0.212749,0.226136,0.251091,0.215658,0.121286,0.041209,0.045124,0.125398,0.190922,0.188537,0.150606,0.129518,0.127874,0.096718,0.020772,-0.061959,-0.096036,-0.070403,-0.006283,URTI
-606.142578,115.97155,67.233681,30.914873,20.52,22.817974,22.18656,15.684917,9.454424,8.398829,10.538279,11.474297,10.733928,9.516717,8.019656,6.520541,6.002515,6.178979,5.712745,4.818478,4.62069,5.397368,6.381634,6.361901,5.107172,3.489923,2.728178,2.978393,3.411343,3.580493,3.424047,3.091872,2.75409,2.510107,2.492109,2.510844,2.364353,1.99136,1.660351,1.672158,1.875303,2.047006,2.038287,1.922437,1.900249,1.871808,1.671427,1.281349,0.962739,0.880065,0.920623,1.014636,1.078913,1.065182,0.953551,0.744391,0.56252,0.439768,0.377414,0.401486,0.491442,0.566015,0.528249,0.443752,0.418566,0.432738,0.425609,0.371032,0.333494,0.322363,0.287666,0.304746,0.387167,0.440632,0.402394,0.29606,0.225541,0.286166,0.430173,0.472942,0.330326,0.178027,0.13202,0.201839,0.345457,0.417812,0.340836,0.217586,0.198606,0.256382,0.250211,0.175918,0.142377,0.200974,0.214732,0.07382,-0.040734,-0.015074,0.007088,-0.069407,URTI
-408.741272,133.764786,79.825951,38.058212,21.186115,16.150932,12.260514,11.181026,14.108029,16.660275,15.50512,12.323367,10.059382,9.734158,9.889174,8.519479,5.308203,2.095227,0.127161,-0.801666,-0.7227,0.924422,2.993562,3.470655,2.607863,2.7348,4.008577,4.037205,1.971807,0.27403,0.7062,1.787307,1.462534,0.464241,0.625052,1.807538,2.278398,1.656628,1.165499,1.526003,1.887244,1.388538,0.394373,-0.052411,0.283818,0.737884,0.799422,0.86178,1.277448,1.503571,0.889839,0.049594,0.05841,0.731956,0.935979,0.526748,0.375669,0.71016,0.809242,0.507403,0.475765,0.919087,1.153493,0.822157,0.411112,0.326888,0.35022,0.233819,0.113368,0.186523,0.415362,0.608226,0.623289,0.53447,0.531438,0.556989,0.358992,0.00404,-0.100919,0.131076,0.28345,0.114797,-0.022203,0.179496,0.437422,0.357982,0.125276,0.153225,0.409783,0.514612,0.34215,0.085895,-0.058526,-0.078704,-0.048773,-0.040861,-0.060491,-0.084404,-0.105041,-0.145445,COPD
-412.591553,145.256104,78.152908,36.967449,29.060669,27.548403,21.023514,16.338518,15.443647,13.632184,10.006577,7.30939,6.100458,4.828644,3.395145,2.759981,2.063042,0.042103,-1.999843,-2.057421,-0.579359,1.000487,2.229179,2.722801,2.449784,2.715945,3.798679,3.654918,1.511069,-0.1368,0.43716,1.437431,0.824096,-0.454848,-0.353935,0.908881,1.36608,0.743573,0.705808,1.618392,1.899386,1.018631,0.268373,0.276251,0.386737,0.386022,0.573492,0.84495,0.8675,0.576661,0.153589,-0.057527,0.184179,0.548887,0.533207,0.317993,0.363564,0.609097,0.660998,0.408627,0.229975,0.539274,1.06252,1.055208,0.525032,0.246647,0.340683,0.270762,0.065982,0.185457,0.574186,0.774843,0.709858,0.565541,0.330013,0.014839,-0.186516,-0.175713,-0.021712,0.13806,0.18418,0.034941,-0.139257,-0.025966,0.318809,0.462096,0.248389,0.083974,0.24596,0.373509,0.174424,-0.07005,-0.000374,0.220715,0.18134,-0.061896,-0.107288,0.075485,0.106657,-0.098451,COPD
-336.328949,125.519493,66.225853,29.237019,20.854782,20.467831,18.564306,17.351952,16.24847,13.03409,9.166181,7.900861,8.780478,8.817017,7.159858,5.714925,5.467131,5.563033,4.794587,3.520741,3.171447,4.247391,5.02927,4.05469,2.377589,2.125257,3.100934,3.454345,2.567951,1.726845,1.678837,1.738067,1.122002,0.392699,0.215417,0.342726,0.347263,0.46291,0.747175,0.935732,0.777856,0.447525,0.332826,0.569478,0.637681,0.269225,-0.108233,0.007677,0.434215,0.620055,0.331614,0.089769,0.283164,0.538942,0.439993,0.373083,0.644279,0.86176,0.695638,0.467401,0.442381,0.4743,0.366907,0.211509,0.184896,0.310187,0.406612,0.340851,0.179836,0.127115,0.24611,0.384043,0.333053,0.093824,-0.145072,-0.269155,-0.317458,-0.244475,0.032074,0.334601,0.330843,0.048662,-0.055355,0.216721,0.484579,0.431856,0.253774,0.224356,0.340599,0.434036,0.32689,0.054542,-0.066963,0.104187,0.265295,0.156929,-0.083823,-0.219943,-0.219091,-0.17715,COPD
